id,name,display_order,last_modified_user_id,last_modified_date,created_user_id,created_date
1,"Once",0,1,"1901-01-01 00:00:00",1,"1901-01-01 00:00:00"
2,"1 week",0,1,"1901-01-01 00:00:00",1,"1901-01-01 00:00:00"
3,"2 weeks",0,1,"1901-01-01 00:00:00",1,"1901-01-01 00:00:00"
4,"3 weeks",0,1,"1901-01-01 00:00:00",1,"1901-01-01 00:00:00"
5,"4 weeks",0,1,"1901-01-01 00:00:00",1,"1901-01-01 00:00:00"
6,"Monthly",0,1,"1901-01-01 00:00:00",1,"1901-01-01 00:00:00"
