id,name,last_modified_user_id,last_modified_date,created_user_id,created_date
1,"Requires scheduling",1,"1901-01-01 00:00:00",1,"1901-01-01 00:00:00"
2,"Scheduled",1,"1901-01-01 00:00:00",1,"1901-01-01 00:00:00"
3,"Requires rescheduling",1,"1901-01-01 00:00:00",1,"1901-01-01 00:00:00"
4,"Rescheduled",1,"1901-01-01 00:00:00",1,"1901-01-01 00:00:00"
5,"Cancelled",1,"1901-01-01 00:00:00",1,"1901-01-01 00:00:00"
6,"Completed",1,"1901-01-01 00:00:00",1,"1901-01-01 00:00:00"
